CustomerID,StartDate,TenureMonths,ContractType,Channel,Region,MonthlyFee,AvgWeeklyUsage,SupportTickets_90d,LatePayments_12m,NPS,Churn_3m
C100643,2022-06-03,29,Mensal,Loja,Norte,31.64,0.0,0,1,17,0
C100644,2023-03-11,46,Trimestral,Loja,Algarve,42.32,2.35,0,0,12,0
C100645,2022-07-13,20,Anual,Online,Norte,35.29,5.28,0,0,49,0
C100646,2022-04-19,28,Mensal,Loja,Norte,38.26,2.1,0,0,22,0
C100647,2022-04-17,32,Trimestral,Loja,Centro,24.79,2.96,1,2,-2,0
C100648,2022-05-15,57,Mensal,Online,Lisboa,36.19,4.61,0,0,20,0
C100649,2023-03-13,51,Trimestral,Online,Algarve,37.83,6.17,1,0,40,0
C100650,2022-12-08,29,Anual,Loja,Algarve,27.39,1.88,0,0,-11,0
C100651,2021-03-25,39,Trimestral,Loja,Centro,36.48,2.77,2,0,-24,0
C100652,2022-04-25,12,Anual,Loja,Lisboa,36.53,5.72,0,0,85,0
C100653,2021-09-16,48,Trimestral,Online,Algarve,27.6,0.36,0,0,6,1
C100654,2021-05-29,33,Trimestral,Loja,Lisboa,23.02,4.44,2,0,21,0
C100655,2023-02-19,32,Mensal,Parceiro,Norte,22.53,1.17,0,1,13,1
C100656,2023-02-11,46,Trimestral,Online,Lisboa,32.69,2.96,0,1,41,1
C100657,2023-04-26,38,Anual,Online,Lisboa,34.62,2.41,0,0,78,0
C100658,2021-12-21,5,Trimestral,Parceiro,Ilhas,25.66,1.27,1,0,42,0
C100659,2022-01-19,18,Mensal,Online,Alentejo,32.21,1.23,0,0,-21,0
C100660,2022-12-02,11,Mensal,Loja,Norte,36.56,3.24,0,0,-17,1
C100661,2021-06-23,44,Trimestral,Parceiro,Alentejo,36.95,4.39,0,0,13,0
C100662,2021-02-18,3,Anual,Online,Centro,44.42,2.59,0,0,17,0
C100663,2022-01-14,12,Mensal,Loja,Algarve,42.22,2.91,0,1,-27,1
C100664,2022-07-21,36,Mensal,Loja,Lisboa,23.99,3.71,0,0,50,0
C100665,2022-02-15,41,Mensal,Parceiro,Centro,45.47,1.25,1,0,-8,0
C100666,2021-07-10,30,Mensal,Parceiro,Lisboa,27.75,3.98,0,1,70,0
C100667,2022-04-13,51,Anual,Parceiro,Centro,40.36,4.11,0,0,80,0
C100668,2023-04-29,55,Mensal,Online,Centro,32.54,6.97,0,0,18,0
C100669,2021-09-04,8,Mensal,Loja,Lisboa,28.7,2.2,0,0,38,0
C100670,2021-12-27,57,Mensal,Parceiro,Algarve,17.54,2.07,0,0,-12,1
C100671,2021-10-09,37,Mensal,Loja,Algarve,30.63,4.03,0,0,44,0
C100672,2021-09-22,38,Anual,Loja,Lisboa,19.52,4.11,0,1,10,0
C100673,2022-08-14,6,Mensal,Online,Norte,39.74,1.94,0,0,-8,1
C100674,2021-12-04,37,Mensal,Parceiro,Lisboa,44.13,2.15,0,0,16,1
C100675,2022-07-14,43,Mensal,Online,Lisboa,25.62,3.67,0,0,11,1
C100676,2021-01-18,35,Anual,Online,Centro,34.42,1.48,0,0,15,0
C100677,2022-08-19,5,Anual,Parceiro,Algarve,26.2,2.14,0,0,53,1
C100678,2021-04-05,31,Mensal,Parceiro,Ilhas,26.97,2.94,0,0,1,1
C100679,2021-12-06,56,Trimestral,Parceiro,Norte,38.2,4.39,0,0,77,0
C100680,2023-02-25,43,Mensal,Loja,Algarve,31.69,1.83,0,0,-15,0
C100681,2021-10-30,9,Trimestral,Online,Alentejo,45.92,0.0,0,1,73,0
C100682,2022-09-21,57,Mensal,Loja,Centro,28.14,0.0,3,0,-5,0
C100683,2021-11-13,57,Anual,Online,Alentejo,39.99,0.78,0,1,25,0
C100684,2023-03-24,10,Anual,Parceiro,Norte,32.78,0.7,0,0,10,0
C100685,2023-05-07,48,Mensal,Loja,Norte,38.37,2.55,0,1,15,1
C100686,2023-03-30,24,Mensal,Online,Ilhas,28.42,0.9,0,0,49,0
C100687,2021-12-22,36,Mensal,Online,Alentejo,31.6,1.68,0,1,70,1
C100688,2021-10-13,27,Mensal,Online,Centro,31.08,1.56,0,0,61,0
C100689,2022-06-30,47,Mensal,Parceiro,Lisboa,25.31,2.1,0,0,13,1
C100690,2023-01-06,59,Mensal,Loja,Ilhas,37.3,4.92,0,0,31,0
C100691,2022-04-16,47,Anual,Online,Lisboa,37.2,3.86,1,0,2,0
C100692,2022-10-27,55,Mensal,Online,Algarve,36.75,2.83,1,1,-5,0
C100693,2023-02-28,56,Anual,Online,Algarve,44.3,2.06,0,0,-9,1
C100694,2022-11-08,6,Mensal,Online,Centro,43.59,2.11,0,0,12,0
C100695,2021-11-29,15,Mensal,Parceiro,Alentejo,29.0,3.32,0,0,32,0
C100696,2021-08-13,43,Mensal,Loja,Alentejo,34.98,3.73,0,0,-32,1
C100697,2022-01-26,35,Anual,Online,Algarve,27.01,1.35,0,1,24,0
C100698,2022-06-02,3,Mensal,Loja,Lisboa,32.19,2.86,0,0,70,0
C100699,2023-01-29,6,Mensal,Online,Norte,27.2,0.0,0,0,59,0
C100700,2021-09-28,31,Trimestral,Online,Norte,44.96,3.14,0,0,7,0
C100701,2021-05-25,37,Trimestral,Loja,Lisboa,34.91,4.02,1,0,-17,0
C100702,2021-10-11,10,Trimestral,Online,Algarve,30.26,2.35,0,0,39,0
C100703,2022-06-19,11,Mensal,Loja,Algarve,41.55,5.71,0,0,-45,0
C100704,2021-07-28,8,Mensal,Loja,Lisboa,14.64,1.39,0,0,58,0
C100705,2021-12-26,34,Anual,Parceiro,Norte,15.89,3.15,0,1,19,1
C100706,2021-08-20,1,Trimestral,Online,Norte,38.37,2.74,0,0,80,1
C100707,2023-06-07,34,Trimestral,Loja,Algarve,32.48,2.64,1,0,-27,0
C100708,2022-04-07,29,Mensal,Online,Lisboa,34.0,2.62,0,0,53,0
C100709,2022-10-12,28,Mensal,Loja,Algarve,21.39,2.97,0,1,22,0
C100710,2022-04-14,41,Anual,Online,Norte,31.81,4.16,3,0,15,0
C100711,2021-01-10,31,Trimestral,Loja,Lisboa,48.03,5.0,0,0,-16,0
C100712,2021-08-26,43,Mensal,Online,Ilhas,38.59,2.8,0,1,43,0
C100713,2023-01-26,46,Anual,Parceiro,Norte,33.36,4.1,1,0,45,0
C100714,2022-04-06,55,Trimestral,Parceiro,Norte,28.49,1.68,0,0,79,0
C100715,2022-09-25,48,Mensal,Online,Alentejo,28.84,4.03,0,0,55,0
C100716,2022-11-17,31,Mensal,Loja,Lisboa,14.97,1.58,0,1,7,0
C100717,2022-05-20,30,Trimestral,Online,Ilhas,34.06,4.55,0,0,-5,0
C100718,2022-06-04,14,Mensal,Loja,Algarve,38.76,6.34,0,0,-16,0
C100719,2021-08-01,36,Trimestral,Online,Algarve,19.4,2.6,0,1,69,0
C100720,2021-08-13,9,Trimestral,Online,Norte,26.71,0.0,1,0,2,0
C100721,2021-05-15,55,Mensal,Loja,Lisboa,22.74,1.92,1,1,69,1
C100722,2021-09-25,50,Anual,Loja,Algarve,24.28,4.77,1,1,41,0
C100723,2022-07-20,8,Mensal,Loja,Lisboa,32.43,3.68,1,0,35,0
C100724,2023-04-16,47,Mensal,Loja,Ilhas,15.32,3.2,0,0,16,0
C100725,2022-01-31,7,Trimestral,Online,Alentejo,36.91,4.41,0,0,45,0
C100726,2022-06-26,43,Trimestral,Online,Norte,38.03,3.58,0,0,25,1
C100727,2023-02-15,6,Mensal,Loja,Lisboa,29.99,4.75,0,0,14,0
C100728,2022-09-02,29,Trimestral,Loja,Alentejo,12.15,4.27,2,1,46,0
C100729,2021-08-25,39,Anual,Online,Norte,24.03,5.23,0,0,21,0
C100730,2021-09-11,43,Anual,Online,Centro,41.86,3.37,0,0,1,1
C100731,2022-07-28,25,Anual,Loja,Alentejo,10.0,4.25,2,0,43,1
C100732,2021-09-17,55,Mensal,Loja,Norte,29.22,2.31,1,0,23,0
C100733,2021-08-12,46,Mensal,Loja,Centro,22.56,1.84,2,1,40,0
C100734,2022-06-17,13,Trimestral,Online,Alentejo,38.44,5.53,0,0,11,0
C100735,2022-07-27,40,Mensal,Loja,Algarve,26.6,3.15,0,0,-11,1
C100736,2021-08-16,44,Trimestral,Loja,Lisboa,35.23,4.09,0,0,77,0
C100737,2021-02-13,20,Mensal,Online,Ilhas,36.52,3.0,1,1,71,1
C100738,2022-11-23,44,Mensal,Online,Ilhas,46.69,1.86,1,0,52,0
C100739,2021-12-19,54,Mensal,Online,Lisboa,30.38,2.82,0,0,13,0
C100740,2022-07-24,49,Mensal,Loja,Norte,35.01,5.1,0,0,16,0
C100741,2021-06-05,45,Mensal,Online,Algarve,20.12,3.69,0,0,66,0
C100742,2021-10-10,38,Trimestral,Loja,Centro,41.52,0.06,0,2,14,0
C100743,2022-06-30,16,Trimestral,Loja,Algarve,25.92,2.46,0,0,6,0
C100744,2021-04-22,47,Mensal,Online,Lisboa,27.51,5.65,0,0,81,0
C100745,2021-10-13,22,Mensal,Loja,Lisboa,31.82,2.46,0,0,24,1
C100746,2022-10-10,32,Anual,Loja,Lisboa,19.5,0.0,0,0,78,0
C100747,2022-11-26,19,Mensal,Online,Lisboa,33.83,5.83,0,0,-17,0
C100748,2021-11-14,19,Mensal,Loja,Ilhas,39.74,3.89,0,0,41,0
C100749,2021-04-14,10,Mensal,Loja,Centro,34.34,2.69,0,0,87,0
C100750,2021-01-24,57,Trimestral,Online,Ilhas,19.29,2.21,0,0,26,0
C100751,2022-05-16,9,Anual,Loja,Norte,31.01,4.53,0,0,17,0
C100752,2022-09-17,6,Trimestral,Loja,Algarve,37.94,1.93,1,0,-10,0
C100753,2022-06-19,56,Anual,Online,Ilhas,16.98,4.64,0,0,57,0
C100754,2021-12-31,33,Anual,Parceiro,Lisboa,23.4,3.67,1,0,2,0
C100755,2021-01-20,26,Mensal,Loja,Norte,39.01,3.19,0,1,22,0
C100756,2021-07-23,44,Mensal,Loja,Algarve,34.16,3.03,0,0,-12,0
C100757,2021-02-02,23,Mensal,Online,Algarve,35.3,2.52,0,0,72,0
C100758,2022-02-21,8,Mensal,Online,Centro,46.88,4.47,0,0,60,1
C100759,2021-10-05,44,Trimestral,Online,Lisboa,35.75,1.42,1,0,24,0
C100760,2021-03-05,11,Mensal,Loja,Algarve,37.26,0.2,0,0,-10,1
C100761,2022-07-03,33,Mensal,Loja,Centro,53.69,3.78,0,0,71,0
C100762,2021-11-30,56,Mensal,Loja,Lisboa,30.29,3.81,0,0,14,0
C100763,2023-05-17,56,Trimestral,Online,Lisboa,25.62,3.57,0,0,-8,0
C100764,2022-01-11,22,Trimestral,Loja,Norte,35.42,3.45,0,0,-28,0
C100765,2021-03-23,47,Anual,Loja,Algarve,35.51,2.29,1,0,6,0
C100766,2022-09-27,37,Mensal,Loja,Centro,27.79,4.06,0,0,-19,1
C100767,2022-09-25,29,Mensal,Loja,Ilhas,23.74,2.73,0,0,6,0
C100768,2023-04-17,9,Anual,Parceiro,Lisboa,50.48,2.02,0,0,47,1
C100769,2022-09-16,23,Trimestral,Online,Lisboa,34.61,2.3,0,0,14,0
C100770,2021-11-22,39,Trimestral,Loja,Lisboa,26.14,6.03,1,0,36,0
C100771,2022-08-26,59,Mensal,Parceiro,Lisboa,39.33,0.02,1,0,3,0
C100772,2022-12-20,1,Mensal,Loja,Algarve,31.13,3.6,1,0,27,0
C100773,2022-04-10,43,Anual,Online,Alentejo,29.98,0.11,0,0,83,0
C100774,2022-12-17,50,Trimestral,Parceiro,Algarve,36.5,2.63,1,0,15,1
C100775,2023-05-21,57,Trimestral,Online,Lisboa,21.66,2.11,0,0,37,0
C100776,2022-11-11,26,Mensal,Online,Centro,34.82,0.0,1,0,-22,0
C100777,2022-03-28,7,Mensal,Online,Norte,47.3,3.42,0,0,71,0
C100778,2022-03-20,16,Mensal,Loja,Algarve,35.73,2.19,1,1,11,0
C100779,2023-01-25,51,Trimestral,Online,Lisboa,28.99,0.0,0,0,57,0
C100780,2023-02-25,52,Mensal,Loja,Lisboa,27.94,4.14,3,0,21,1
C100781,2021-08-25,38,Mensal,Parceiro,Lisboa,28.72,5.1,1,0,43,0
C100782,2021-01-09,8,Mensal,Loja,Lisboa,29.97,5.18,0,0,45,0
C100783,2022-12-27,8,Anual,Loja,Alentejo,28.98,3.37,0,0,11,0
C100784,2021-08-01,29,Mensal,Parceiro,Lisboa,39.33,2.87,2,0,58,1
C100785,2023-06-16,35,Mensal,Loja,Ilhas,18.13,4.93,0,0,2,0
C100786,2021-02-02,2,Trimestral,Online,Norte,38.9,5.49,0,1,48,0
C100787,2023-03-31,41,Anual,Online,Lisboa,28.96,4.61,0,0,13,0
C100788,2022-09-03,33,Trimestral,Loja,Norte,35.02,1.29,0,0,35,1
C100789,2021-10-01,1,Anual,Loja,Algarve,22.98,3.12,0,0,11,0
C100790,2021-02-01,6,Mensal,Loja,Lisboa,42.63,3.5,0,0,26,0
C100791,2023-02-01,27,Anual,Online,Lisboa,41.97,0.0,1,1,-7,0
C100792,2021-04-18,43,Anual,Loja,Algarve,39.68,3.55,1,0,32,1
C100793,2021-03-27,49,Mensal,Loja,Lisboa,19.88,6.44,0,0,26,0
C100794,2022-12-13,26,Trimestral,Loja,Centro,38.63,3.82,0,0,9,0
C100795,2022-09-02,18,Mensal,Parceiro,Lisboa,35.24,5.16,0,0,23,0
C100796,2021-04-25,58,Mensal,Loja,Norte,19.16,3.09,0,0,29,0
C100797,2021-11-04,28,Mensal,Loja,Algarve,31.81,2.68,0,0,7,0
C100798,2022-08-23,19,Mensal,Loja,Algarve,34.92,3.41,0,0,21,0
C100799,2022-08-16,27,Anual,Loja,Algarve,36.45,1.49,1,0,-5,0
C100800,2021-11-23,1,Mensal,Loja,Algarve,33.42,1.26,0,0,95,0
C100801,2022-01-07,18,Trimestral,Loja,Algarve,34.33,4.83,0,1,57,0
C100802,2021-03-13,31,Mensal,Loja,Lisboa,43.79,5.0,0,1,33,0
C100803,2021-01-09,55,Mensal,Loja,Norte,41.81,1.21,0,1,60,0
C100804,2023-05-21,44,Mensal,Loja,Lisboa,10.0,4.35,0,0,-34,0
C100805,2021-07-28,47,Mensal,Online,Ilhas,29.46,2.66,0,0,-52,0
C100806,2023-04-15,33,Trimestral,Loja,Ilhas,30.68,3.34,0,1,13,0
C100807,2021-02-08,7,Anual,Loja,Algarve,17.98,3.54,1,0,-16,0
C100808,2023-06-10,24,Mensal,Online,Centro,32.75,4.39,0,0,18,1
C100809,2022-01-20,59,Anual,Online,Centro,41.99,2.93,0,0,31,0
C100810,2022-12-27,3,Trimestral,Online,Algarve,23.31,5.06,0,1,53,0
C100811,2023-01-27,52,Trimestral,Parceiro,Norte,34.69,3.3,0,0,-9,1
C100812,2021-11-13,41,Mensal,Parceiro,Lisboa,24.67,3.8,1,0,37,1
C100813,2022-10-27,17,Mensal,Loja,Lisboa,26.62,1.47,0,0,25,0
C100814,2021-10-28,46,Anual,Online,Centro,43.82,6.25,0,0,35,0
C100815,2022-12-12,50,Trimestral,Loja,Alentejo,27.66,3.55,0,0,9,0
C100816,2023-05-14,3,Mensal,Loja,Ilhas,35.7,3.94,0,0,66,1
C100817,2022-12-28,7,Anual,Parceiro,Algarve,17.03,0.23,0,0,22,1
C100818,2022-10-18,40,Mensal,Online,Lisboa,46.9,1.48,0,1,78,0
C100819,2021-12-01,59,Trimestral,Online,Lisboa,36.82,4.78,3,0,1,0
C100820,2021-04-08,2,Mensal,Loja,Algarve,30.54,3.26,1,0,47,1
C100821,2022-04-01,40,Anual,Online,Lisboa,36.6,0.0,0,1,23,0
C100822,2021-04-27,9,Mensal,Loja,Lisboa,20.72,4.46,1,0,15,0
C100823,2022-04-03,39,Mensal,Loja,Alentejo,41.46,1.93,1,0,44,1
C100824,2023-02-22,37,Trimestral,Online,Centro,29.41,5.06,0,1,16,0
C100825,2021-04-12,6,Mensal,Online,Norte,30.37,2.66,1,0,-55,0
C100826,2023-03-22,41,Anual,Loja,Algarve,28.07,3.13,2,1,-67,0
C100827,2022-06-23,53,Trimestral,Loja,Lisboa,27.35,4.69,0,0,63,0
C100828,2021-02-12,51,Mensal,Loja,Norte,37.56,1.36,0,0,62,0
C100829,2022-10-11,2,Mensal,Online,Centro,34.05,1.21,0,0,82,0
C100830,2021-01-01,15,Anual,Loja,Ilhas,37.21,2.49,0,0,24,0
C100831,2022-07-04,15,Trimestral,Loja,Alentejo,31.93,4.12,1,1,-14,0
C100832,2022-04-02,27,Anual,Loja,Alentejo,36.11,0.67,1,0,12,0
C100833,2022-11-03,9,Mensal,Loja,Norte,28.65,0.13,0,0,25,1
C100834,2021-12-05,51,Anual,Online,Ilhas,49.84,4.12,0,0,-5,0
C100835,2021-04-18,46,Mensal,Loja,Algarve,19.46,1.84,1,0,74,1
C100836,2021-12-15,48,Trimestral,Loja,Lisboa,42.09,2.17,0,1,92,0
C100837,2022-11-17,12,Mensal,Online,Centro,42.94,0.0,0,0,39,0
C100838,2023-05-09,1,Mensal,Loja,Alentejo,25.18,1.71,1,0,25,1
C100839,2021-07-07,54,Anual,Parceiro,Algarve,49.83,2.79,0,2,-14,1
C100840,2021-11-13,18,Anual,Loja,Algarve,39.96,4.29,1,0,71,0
C100841,2023-03-01,39,Mensal,Online,Ilhas,39.77,1.57,0,0,27,0
C100842,2021-10-09,54,Anual,Loja,Alentejo,32.22,5.45,0,0,16,0
C100843,2021-08-09,3,Mensal,Online,Centro,30.26,1.7,0,0,39,0
C100844,2023-01-19,1,Mensal,Loja,Lisboa,30.32,1.71,0,1,7,0
C100845,2022-03-19,1,Mensal,Loja,Algarve,35.12,5.26,1,1,29,0
C100846,2022-06-09,10,Mensal,Online,Centro,43.21,3.14,0,0,-18,0
C100847,2022-03-15,4,Mensal,Online,Centro,33.45,1.92,0,1,58,1
C100848,2022-06-27,49,Mensal,Parceiro,Alentejo,24.71,2.55,0,0,22,0
C100849,2021-08-30,36,Mensal,Online,Lisboa,38.6,4.96,0,1,60,0
C100850,2022-10-21,58,Trimestral,Loja,Algarve,39.37,5.15,1,1,19,0
C100851,2021-11-22,48,Anual,Loja,Norte,37.24,1.49,1,1,21,1
C100852,2022-04-17,57,Trimestral,Loja,Centro,37.96,2.73,0,0,-11,0
C100853,2021-06-17,15,Mensal,Online,Centro,29.83,2.94,0,1,48,0
C100854,2021-01-11,17,Trimestral,Online,Alentejo,24.57,1.22,0,0,-1,0
C100855,2022-05-29,51,Mensal,Online,Algarve,25.05,2.71,0,0,10,0
C100856,2021-05-05,15,Trimestral,Loja,Lisboa,18.92,2.81,0,1,25,0
C100857,2023-04-02,4,Trimestral,Parceiro,Lisboa,33.9,4.62,1,0,29,0
C100858,2023-05-14,40,Mensal,Parceiro,Norte,31.33,4.73,0,0,-26,0
C100859,2021-10-12,48,Mensal,Online,Alentejo,28.48,2.27,0,0,18,0
C100860,2021-09-17,58,Anual,Online,Ilhas,10.0,2.46,0,3,49,1
C100861,2022-04-03,55,Anual,Online,Algarve,22.02,3.86,1,0,14,0
C100862,2021-07-03,8,Trimestral,Parceiro,Centro,40.97,1.86,1,0,18,0
C100863,2023-02-15,46,Anual,Online,Lisboa,26.68,3.74,0,0,30,0
C100864,2021-04-02,50,Anual,Online,Centro,34.88,2.66,0,0,21,0
C100865,2022-02-12,42,Mensal,Loja,Norte,20.87,1.25,0,0,-6,1
C100866,2021-06-20,49,Trimestral,Loja,Norte,43.51,1.27,1,0,24,0
C100867,2023-01-19,50,Mensal,Online,Norte,30.85,5.12,0,0,55,0
C100868,2021-05-10,27,Mensal,Loja,Centro,34.32,2.55,1,0,-7,0
C100869,2022-02-06,3,Mensal,Online,Algarve,50.61,5.42,0,0,14,0
C100870,2023-01-21,27,Anual,Online,Centro,44.13,1.98,0,0,-16,1
C100871,2022-02-01,12,Trimestral,Online,Algarve,29.55,3.27,1,1,53,0
C100872,2021-06-16,7,Mensal,Online,Ilhas,27.25,6.63,1,1,22,0
C100873,2021-05-22,8,Mensal,Parceiro,Lisboa,29.4,1.11,0,0,-1,0
C100874,2022-06-29,42,Mensal,Loja,Lisboa,36.08,0.0,1,0,28,0
C100875,2021-04-23,30,Trimestral,Loja,Algarve,31.16,4.86,0,0,-11,0
C100876,2021-11-16,32,Anual,Online,Norte,28.84,1.48,0,0,-6,0
C100877,2022-07-05,44,Mensal,Loja,Lisboa,43.74,2.77,0,0,-19,1
C100878,2021-12-08,33,Mensal,Parceiro,Lisboa,31.09,1.86,1,1,-7,1
C100879,2023-01-15,38,Trimestral,Online,Algarve,50.4,3.23,0,0,66,0
C100880,2022-09-12,6,Mensal,Parceiro,Algarve,32.73,1.28,0,0,3,1
C100881,2021-05-02,51,Mensal,Loja,Algarve,46.28,2.51,1,0,39,0
C100882,2023-01-06,27,Mensal,Loja,Alentejo,34.86,3.52,2,0,0,0
C100883,2023-03-31,10,Mensal,Online,Lisboa,39.7,1.19,1,0,48,0
C100884,2021-07-02,48,Mensal,Loja,Algarve,26.2,1.68,0,0,-6,0
C100885,2021-11-19,44,Anual,Loja,Algarve,25.17,2.24,0,0,26,0
C100886,2021-12-22,4,Mensal,Parceiro,Lisboa,35.68,0.51,1,0,27,0
C100887,2022-01-18,12,Mensal,Parceiro,Ilhas,39.91,2.12,2,2,95,1
C100888,2022-02-22,1,Trimestral,Online,Algarve,32.32,2.99,2,1,44,0
C100889,2023-03-17,16,Anual,Parceiro,Lisboa,21.71,2.16,0,0,7,1
C100890,2022-08-10,6,Mensal,Parceiro,Norte,21.12,2.37,0,1,46,0
C100891,2023-03-18,42,Mensal,Loja,Centro,20.58,2.77,1,1,89,0
C100892,2021-11-12,31,Trimestral,Online,Algarve,17.86,1.75,1,1,-24,0
C100893,2022-04-18,58,Mensal,Online,Norte,32.88,3.91,0,0,0,0
C100894,2021-04-06,45,Trimestral,Online,Lisboa,41.0,5.1,0,0,18,0
C100895,2021-09-07,37,Mensal,Online,Lisboa,31.89,2.06,0,0,12,1
C100896,2022-06-10,31,Mensal,Parceiro,Algarve,13.92,3.58,1,0,15,1
C100897,2021-06-04,4,Mensal,Online,Algarve,30.47,2.42,1,0,-14,0
C100898,2023-05-15,5,Trimestral,Loja,Algarve,30.7,3.38,1,1,67,0
C100899,2021-09-02,37,Mensal,Loja,Lisboa,48.77,5.31,0,0,-18,0
C100900,2021-05-26,1,Mensal,Loja,Norte,20.34,3.61,0,0,19,0
C100901,2022-12-04,3,Mensal,Online,Alentejo,28.87,0.0,0,0,56,0
C100902,2021-03-23,13,Trimestral,Loja,Centro,45.65,3.53,0,0,24,0
C100903,2021-10-20,53,Mensal,Loja,Lisboa,35.6,4.77,1,0,-4,0
C100904,2021-06-28,28,Trimestral,Loja,Ilhas,36.51,2.45,0,0,-15,0
C100905,2022-09-18,42,Trimestral,Online,Lisboa,32.92,4.39,0,0,18,0
C100906,2023-01-29,25,Mensal,Loja,Alentejo,34.64,1.7,0,0,2,0
C100907,2021-06-25,11,Anual,Online,Alentejo,38.22,0.42,1,1,31,1
C100908,2022-01-10,22,Anual,Loja,Algarve,25.52,3.03,2,0,-17,0
C100909,2022-03-07,6,Mensal,Online,Lisboa,39.02,0.0,0,0,49,0
C100910,2022-09-14,46,Mensal,Online,Lisboa,21.02,2.42,0,0,28,0
C100911,2021-11-13,11,Mensal,Loja,Norte,34.63,4.86,0,0,31,0
C100912,2022-04-16,23,Mensal,Online,Lisboa,33.43,0.0,0,0,68,1
C100913,2022-03-30,58,Mensal,Parceiro,Centro,27.07,0.75,1,0,12,0
C100914,2021-01-11,35,Anual,Parceiro,Lisboa,31.82,1.15,0,1,3,0
C100915,2022-05-28,28,Anual,Online,Algarve,27.02,2.7,1,0,9,0
C100916,2022-05-27,33,Mensal,Online,Norte,23.43,2.21,1,0,19,0
C100917,2023-06-11,47,Mensal,Online,Lisboa,29.17,5.04,0,0,22,0
C100918,2022-04-05,16,Mensal,Parceiro,Norte,23.17,4.33,2,0,0,1
C100919,2023-03-21,38,Mensal,Loja,Centro,34.58,3.59,0,1,-36,0
C100920,2021-11-11,52,Mensal,Online,Norte,22.8,3.03,1,0,8,0
C100921,2022-09-19,34,Anual,Loja,Norte,37.7,3.43,0,0,36,0
C100922,2023-03-23,27,Anual,Online,Ilhas,22.55,1.42,0,0,29,1
C100923,2021-05-19,9,Mensal,Loja,Ilhas,27.47,4.17,0,0,61,0
C100924,2022-05-26,15,Trimestral,Loja,Alentejo,27.0,1.02,0,0,84,0
C100925,2023-04-08,56,Trimestral,Online,Lisboa,42.6,4.14,0,0,48,0
C100926,2022-05-16,32,Anual,Loja,Algarve,34.64,4.7,1,1,66,1
C100927,2023-03-15,18,Mensal,Online,Algarve,30.31,3.14,1,0,48,1
C100928,2022-01-13,25,Mensal,Loja,Lisboa,35.99,2.52,1,0,76,0
C100929,2023-03-10,35,Trimestral,Loja,Norte,15.14,3.44,0,0,81,0
C100930,2022-07-20,32,Mensal,Parceiro,Alentejo,31.65,0.0,1,0,54,1
C100931,2022-03-08,42,Trimestral,Loja,Ilhas,47.98,3.28,0,0,46,0
C100932,2021-07-13,16,Mensal,Parceiro,Centro,33.06,2.62,0,1,19,0
C100933,2021-06-03,39,Trimestral,Online,Lisboa,32.54,2.72,0,0,24,0
C100934,2021-09-17,27,Anual,Parceiro,Lisboa,36.39,3.93,1,0,15,1
C100935,2022-11-10,56,Mensal,Online,Lisboa,39.16,2.68,0,0,44,0
C100936,2022-02-26,10,Mensal,Loja,Alentejo,16.02,0.98,0,0,3,0
C100937,2021-12-16,9,Trimestral,Online,Lisboa,18.54,2.57,0,0,19,0
C100938,2022-02-25,28,Mensal,Parceiro,Ilhas,33.68,2.91,2,0,-46,0
C100939,2021-11-07,30,Trimestral,Parceiro,Algarve,26.28,2.98,1,0,77,0
C100940,2022-12-28,41,Trimestral,Online,Norte,42.5,3.06,1,2,18,0
C100941,2021-12-18,24,Mensal,Loja,Algarve,29.48,4.46,0,0,39,0
C100942,2022-03-01,54,Anual,Loja,Algarve,16.52,1.06,0,2,69,1
C100943,2022-05-19,28,Mensal,Online,Lisboa,21.86,3.08,0,0,34,0
C100944,2022-08-05,8,Trimestral,Loja,Lisboa,10.0,4.86,1,0,68,0
C100945,2021-10-28,8,Mensal,Loja,Algarve,30.13,0.02,1,0,-12,0
C100946,2021-03-07,58,Mensal,Loja,Lisboa,30.49,3.09,0,1,97,0
C100947,2022-09-13,8,Mensal,Online,Norte,28.6,1.86,1,0,58,0
C100948,2022-05-20,56,Anual,Parceiro,Centro,40.63,2.21,0,0,31,0
C100949,2022-08-06,17,Anual,Online,Centro,41.59,1.35,0,0,68,0
C100950,2022-05-05,6,Anual,Loja,Alentejo,30.64,2.53,2,0,-10,0
C100951,2022-04-03,18,Mensal,Online,Norte,14.92,5.75,0,0,16,1
C100952,2023-05-04,37,Mensal,Online,Alentejo,36.94,0.78,0,0,68,0
C100953,2021-02-18,26,Trimestral,Online,Lisboa,36.44,0.93,0,0,-31,1
C100954,2021-03-25,47,Trimestral,Online,Algarve,34.48,0.72,0,0,42,0
C100955,2023-04-23,37,Mensal,Loja,Lisboa,39.85,5.56,0,0,41,0
C100956,2023-03-10,24,Anual,Loja,Ilhas,22.68,2.06,0,1,84,0
C100957,2022-01-06,38,Mensal,Loja,Algarve,48.07,2.76,0,0,-22,0
C100958,2022-05-02,58,Mensal,Loja,Centro,24.32,2.16,0,0,73,0
C100959,2022-02-09,25,Anual,Online,Alentejo,37.99,1.29,0,0,8,0
C100960,2023-06-17,10,Mensal,Online,Centro,18.5,2.42,0,0,12,0
C100961,2022-02-15,25,Mensal,Loja,Algarve,24.56,6.73,1,0,-12,0
C100962,2022-11-15,50,Trimestral,Loja,Alentejo,44.13,5.03,1,0,-8,0
C100963,2021-11-25,13,Anual,Loja,Centro,29.91,1.44,0,0,37,1
